song_name,artist,album,genre
Relaxa E Fica,Shark,Relaxa E Fica,rap
Quando Te Vejo no Baile,BlakkStar,Quando Te Vejo no Baile,rap
Deus e família,Delano,Deus e família,rap
Princesa - Ao Vivo,Nego do Borel,Nego do Borel - Ao Vivo,rap
Se Joga,3 Tenores,Se Joga,rap
Sentimento,Dj Gabriel do Borel,Sentimento,rap
Vem Mulher,Mc Rebecca,Vem Mulher,rap
Só Moleque Bom,NGKS,Só Moleque Bom,rap
Do Jeito Que Você Quiser,Fe Ribeiro,Do Jeito Que Você Quiser,rap
TBT,Caverinha,TBT,rap
Assassina,Malharo,Assassina,rap
Favela,MC Cabelinho,Favela,rap
Love 66,Mc Davi,Love 66,rap
Nas Alturas,UCLÃ,Nas Alturas,rap
Deixa,Mc Th,Deixa,rap
Sua Amiga Vai Querer,Funk-Se,Sua Amiga Vai Querer,rap
La Bela do Baile,Tavo,La Bela do Baile,rap
ÓhUhLança,Recayd Mob,ÓhUhLança,rap
Senta Vai,Mãolee,Senta Vai,rap
Melanina Pura,Rodrigo Cartier,Melanina Pura,rap
Pode Confessar,PK Delas,Pode Confessar,rap
Foda-Se a Ex,MC Cabelinho,Foda-Se a Ex,rap
Pode Confiar,Mc Leo da Baixada,Pode Confiar,rap
Lambe Lá,Azzy,Lambe Lá,rap
Assim,Felipe Flip,Chama Legal,rap
Fresh,Choice,Fresh,rap
Maria Gasolina,MC Hariel,Maria Gasolina,rap
Festa das Delícias,Raufão,Festa das Delícias,rap
Ela Me Usa e Abusa,MC Loma e As Gêmeas Lacração,Ela Me Usa e Abusa,rap
Nossa Que Isso (feat. Mc Rebecca & MC Rogê),WC no Beat,Nossa Que Isso (feat. Mc Rebecca & MC Rogê),rap
Não Pisa no Meu Boot,MC Caverinha,Não Pisa no Meu Boot,rap
Ela Tá Que Tá,Mc Davi,Ela Tá Que Tá,rap
De Queixo no Chão,Duas Doses,De Queixo no Chão,rap
Grave Bate,3 Tenores,Grave Bate,rap
"Dois copos (feat. Ferrugem, MC Kevin O Chris e L7NNON)",Papatinho,Rio,rap
Em Off,Matheus Queiroz,Em Off,rap
Sensual Girl - Malik Mustache & Cool Keedz Remix,Mc Davi,Sensual Girl (Malik Mustache & Cool Keedz Remix),rap
Sensacional (feat. Cacife Clandestino & MC Kevin o Chris),WC no Beat,Sensacional (feat. Cacife Clandestino & MC Kevin o Chris),rap
Quarteto Fodástico,Perera DJ,Quarteto Fodástico,rap
Black Lança,Dj Rogerinho do Quero,TortaoFlix,rap
É o Trem,MC Maneirinho,É o Trem,rap
Meu Mundo,WC no Beat,18K,rap
Plaqtudum - Tropkillaz Remix,Recayd Mob,Plaqtudum (Tropkillaz Remix),rap
Meu Olhar,WC no Beat,Meu Olhar,rap
Me Negaram Amor,Cynthia Luz,Me Negaram Amor,rap
SEXTOU,Cacife Clandestino,SEXTOU,rap
Meu baile,Papatinho,Meu baile,rap
Me Chama,MC Maneirinho,Me Chama,rap
Trabalho Lindo,WC no Beat,Trabalho Lindo,rap
Caviar,Lenny Tavárez,Caviar,rap
Lejos de Tí,Rels B,Flakk Daniel's Lp,rap
Chica Paranormal,Paulo Londra,Chica Paranormal,rap
Si Te Vas,Lit Killah,Si Te Vas,rap
"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",Jon Z,"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",rap
Buenos Genes,Rels B,Flakk Daniel's Lp,rap
Estamos Bien,Bad Bunny,Estamos Bien,rap
Nena Maldicion (feat. Lenny Tavarez),Paulo Londra,Nena Maldicion (feat. Lenny Tavarez),rap
Euromillón,Rels B,Euromillón,rap
Netflixxx,Brytiago,Netflixxx,rap
Percocet - Remix,Alex Rose,Percocet (Remix),rap
Bubalu,Becky G,Bubalu,rap
Es Mejor,Rels B,Es Mejor,rap
Diabla - Official Remix,Farruko,Diabla (Official Remix),rap
A fuego,DrefQuila,Trend,rap
Luna Llena,Paulo Londra,Luna Llena,rap
Cómo Le Digo,Khea,Cómo Le Digo,rap
Brindemos,Anuel AA,Real Hasta la Muerte,rap
Sensualidad,Bad Bunny,Sensualidad,rap
Perdóname,FMK,Perdóname,rap
Secreto,Lenny Tavárez,Secreto,rap
Vete,Khea,Vete,rap
Condenado Para el Millon,Paulo Londra,Condenado Para el Millon,rap
Miss U,Kidd Keo,Keoland,rap
Recuerdos,Kelmitt,Recuerdos,rap
She Don't Give a Fo,Duki,She Don't Give a Fo,rap
De las 2 (feat. Bad Bunny & Arcángel),Trap Capos,Trap Capos II,rap
Lo Siento,Kaydy Cain,Calle Amor,rap
Sexto Sentido (feat. Bad Bunny),Gigolo Y La Exce,Sexto Sentido,rap
No Sé Nada,Lenny Tavárez,No Sé Nada,rap
Nunca Me Amo,Jon Z,Nunca Me Amo,rap
PURPURA,WOS,PURPURA,rap
"B.U.H.O (feat. Duki, Klave)",Midel,B.U.H.O,rap
Si Tu Novio Te Deja Sola,J Balvin,Si Tu Novio Te Deja Sola,rap
Tamo Loco,Ysy A,Antezana 247 (Deluxe Edition),rap
Tacos Altos,Farruko,Tacos Altos,rap
Tres Rosas,Seven Kayne,Tres Rosas,rap
Hello Cotto,Duki,Hello Cotto,rap
200 Mph,Bad Bunny,X 100PRE,rap
Te Necesito,Bhavi,Te Necesito,rap
Abuso,Brytiago,Abuso,rap
Toma Bebe - Official Remix,Lenny Tavárez,Toma Bebe (Official Remix),rap
"Loca (feat. Duki, Cazzu)",Khea,Loca,rap
"Tu No Metes Cabra Remix (feat. Daddy Yankee, Anuel AA & Cosculluela)",Bad Bunny,Tu No Metes Cabra Remix,rap
Balenciaga,Ozuna,Balenciaga,rap
High,Brytiago,High,rap
Arabian Drift,VFM Style,"Arabic Trap, Pt. 2",rap
Manama,URUS Squad,Manama,rap
Golden,BoyPanda,Golden,rap
Tomb (feat. Rasha Kamal),Adrinaline,Tomb (feat. Rasha Kamal),rap
Kyojin,MVGMVR,Kyojin,rap
Lambo,VFM Style,Lambo,rap
Galbi,Amorf,Hayat,rap
Royal,Nextro,Royal,rap
Ankh,Gagexa,Ankh,rap
Qarabag (Remix),Cricced,Legend,rap
Izdaja,NIN9,Izdaja,rap
Mirror,Serhat Durmus,ME and U,rap
Mirage,Nextro,Mirage,rap
Roots,Mylky,Roots,rap
Earif Habibi,Amorf,Hayat,rap
Caspian,ASADI,Caspian,rap
Ya Habibi,AxLi,Ya Habibi,rap
Resurrection,YZKN,Resurrection,rap
Odyssey,Żwirek,Odyssey,rap
Token Baashi,CryJaxx,Token Baashi,rap
Duhan,Mazlum Uruc,Duhan,rap
Wasary,AxLi,Wasary,rap
Arab Trap: Made in Egypt,DJ KABOO,Arab Trap: Made in Egypt,rap
PYRMYD,Inkyz,PYRMYD,rap
Raabta,CryJaxx,Raabta,rap
Outlaws,Adro,Outlaws,rap
Katyar,MVGMVR,Katyar,rap
Love in Damascus,Żwirek,Love in Damascus,rap
End,YZKN,End,rap
Oriental,OSAK,Oriental,rap
La Câlin,Serhat Durmus,La Câlin,rap
Ya Bnayya - Bad Royale Remix,Omar Souleyman,"To Syria, With Love (Remixes)",rap
Sailor Mars,AxLi,Sailor Mars,rap
La Yare (Remix),Cricced,"Arabic Trap, Pt. 2",rap
Ares,TORU,Ares,rap
Sahar,VFM Style,Sahar,rap
Menak,Amorf,Menak,rap
Rebel,Żwirek,Rebel,rap
Cataclysm جائحة,Gillionaire,Cataclysm جائحة,rap
Maqlooba,VFM Style,"Arabic Trap, Pt. 2",rap
Çöl,Cricced,Çöl,rap
Arab Trap 2 / Habibi,DJ KABOO,Arab Trap 2 / Habibi,rap
Rise,Onur Ormen,Rise,rap
İz,FG,"Arabic Trap, Pt. 3",rap
Wild,YZKN,Wild,rap
Leil Nhar,AxLi,Leil Nhar,rap
Qarabag 2,corandcrank,"Arabic Trap, Pt. 2",rap
Omri,FEARSTbeats,Omri,rap
Oblivion,Naffar,Oblivion,rap
Kobra (feat. Pouvoir Magique),Fakear,Kobra (feat. Pouvoir Magique),rap
Sargon,AxLi,Sargon,rap
Mia Cara,Salimo,Mia Cara,rap
Magenta Riddim,DJ Snake,Magenta Riddim,rap
6 Kiss,Trippie Redd,A Love Letter To You 4,rap
Dead Eyes,Promoting Sounds,Dead Eyes,rap
Psycho!,MASE,Psycho!,rap
Who Needs Love,Trippie Redd,A Love Letter To You 4,rap
Suicidal,YNW Melly,Melly vs. Melvin,rap
only one,Promoting Sounds,only one,rap
bad vibes forever,XXXTENTACION,bad vibes forever,rap
Try,6o,Try,rap
Breathe,Miles Wesley,Breathe,rap
Let Me Know (I Wonder Why Freestyle),Juice WRLD,Let Me Know (I Wonder Why Freestyle),rap
make up,POORSTACY,make up,rap
Moving On,Lil Peep,EVERYBODY'S EVERYTHING,rap
IT WAS ALL A LIE,Dutch Revz,IT WAS ALL A LIE,rap
Insecure,Billy Bueffer,Insecure,rap
Barbwire Smile,SinceWhen,Safe For Now,rap
Robbery,Juice WRLD,Death Race For Love,rap
Nuisance,Tafi,Death by Desire,rap
Fuck Love (feat. Trippie Redd),XXXTENTACION,17,rap
Without You,Promoting Sounds,Without You,rap
Costa Rica,Bankrol Hayden,Costa Rica,rap
Sideshow,Jutes,Sideshow,rap
Dissociation,Aaryan Shah,The Arrival: Part II,rap
Saving,Local Jane,Saving,rap
DRAINO (feat. Denzel Curry),City Morgue,CITY MORGUE VOL 2: AS GOOD AS DEAD,rap
Dream Cloud,Zanny Don,Dream Cloud,rap
Flyaway,911headcase,Flyaway,rap
L'S,DED STARK,L'S,rap
Pressure,Jidé,Pressure,rap
Palace,Gavin Santi,Palace,rap
Torn Apart,Eredaze,Torn Apart,rap
Love Me More,Trippie Redd,Love Me More,rap
Tell You,Lil Loski,Tell You,rap
Bandit (with YoungBoy Never Broke Again),Juice WRLD,Bandit (with YoungBoy Never Broke Again),rap
Love Me,Lil Tecca,We Love You Tecca,rap
Somebody,Internet Money,Somebody,rap
gone girl,iann dior,gone girl,rap
Hear Me Calling,Juice WRLD,Death Race For Love,rap
Pretty,Landon Cube,Pretty,rap
Worst Day of My Life,Cal Scruby,Worst Day of My Life,rap
Pick Me Up,Dutch Revz,Pick Me Up,rap
Sanguine Paradise,Lil Uzi Vert,Sanguine Paradise,rap
Did It Again,Lil Tecca,We Love You Tecca,rap
Ransom,Lil Tecca,Ransom,rap
Betrayed,Lil Xan,TOTAL XANARCHY,rap
Deep End,P.MO,Deep End,rap
Lil Mama,Miles Wesley,Lil Mama,rap
Drug Sick,Tommy Ice,Drug Sick,rap
BURIED,27CLUB,BURIED,rap
Higher,GARZI,Higher,rap
Want Love,Lil West,Want Love,rap
Let Me Die,Lil Happy Lil Sad,Let Me Die,rap
Did It Again,Lil Tecca,Did It Again,rap
Broken,Lund,Broken,rap
Brothers,Bankrol Hayden,Brothers,rap
I Hate That...,Promoting Sounds,I Hate That...,rap
FAST,Arizona Zervas,FAST,rap
Jocelyn Flores,XXXTENTACION,17,rap
Under Enemy Arms,Trippie Redd,Under Enemy Arms,rap
Time In,Billy Marchiafava,Time In,rap
Hostage,Unodavid,Hostage,rap
emotions,iann dior,nothings ever good enough,rap
Marty McFly,7ru7h,Marty McFly,rap
Love Scars,Trippie Redd,A Love Letter To You,rap
Til I Die,6o,Til I Die,rap
crash my whip,iann dior,nothings ever good enough,rap
Show U Off (feat. Lil Uzi Vert),Lud Foe,Show U Off (feat. Lil Uzi Vert),rap
Black & White,Juice WRLD,Goodbye & Good Riddance,rap
Beamer Boy,Lil Peep,Beamer Boy,rap
W.A.N.T.S,Global Dan,Global Meltdown,rap
Molly Girl,Lil Tecca,Molly Girl,rap
im so sick of this,guccihighwaters,post death,rap
Alone,Lund,Gold,rap
Save That Shit,Lil Peep,"Come Over When You're Sober, Pt. 1",rap
Nowadays (feat. Landon Cube),Lil Skies,Life of a Dark Rose,rap
GRAVE,GNAR,GNAR Lif3,rap
Kill Yourself (Part III),$uicideBoy$,My Liver Will Handle What My Heart Can't,rap
Look at Me Now,Brennan Savage,Look at Me Now,rap
i fucked up,convolk,LONEWOLF,rap
Hostage,Unodavid,Hostage,rap
Save You,Ray Rockman,"Ugly Society, Beautiful Minds",rap
Falling Down - Bonus Track,Lil Peep,"Come Over When You're Sober, Pt. 2",rap
romance361,iann dior,nothings ever good enough,rap
Runnin' Thru The 7th With My Woadies,$uicideBoy$,$outh $ide $uicide,rap
hollow,POORSTACY,hollow,rap
Love Me,Lil Tecca,Love Me,rap
Too Fast,st. august,Too Fast,rap
Empty,Juice WRLD,Death Race For Love,rap
Death Note,GNAR,Death Note,rap
No I in Team,Arizona Zervas,No I in Team,rap
I,Lil Skies,Shelby,rap
Yeah,UCLÃ,Yeah,rap
Visão,2STRANGE,Visão,rap
7K,Yung Buda,True Religion,rap
Aquaman,Asfalto Rec,Aquaman,rap
Outra Vez,Mãolee,Outra Vez,rap
Rave,Bl4ck,Rave,rap
40 Graus,Zeus,40 Graus,rap
Bipolar,Bonde R300,Bipolar,rap
Vencemo,Buddy,Vencemo,rap
Padrões,Hot e Oreia,Padrões,rap
Jogador Caro,Ruanzinho,Jogador Caro,rap
Slow Mo 3,Leozin,Slow Mo 3,rap
Sāo Paulo,Greg Ferreira,Sāo Paulo,rap
Trap Story,Lil Chainz,Trap Story,rap
DXAVADIN,NONSENSE,DXAVADIN,rap
Slime Wave,Terror,Slime Wave,rap
Data Limite,Peita,Data Limite,rap
Tipo Baianinho de Mauá,Falatuzetrê,Tipo Baianinho de Mauá,rap
Dama da Noite,Ni Munhoz,Dama da Noite,rap
Carro Sport,Diego Thug,Smoke Swag 2,rap
Padrinhos Mágicos,Ecologyk,Venturo,rap
Dripping,Dalua,Dripping,rap
O Quê Que Cê Tem,OPA Gang,O Quê Que Cê Tem,rap
Paris Café,$IFRA,Paris Café,rap
Sabdoy,Knust,Sabdoy,rap
Telefone Ocupado,Menestrel,Telefone Ocupado,rap
Camarim,Maquiny,Camarim,rap
Nd Bem/Tudo Bem,Raffé,VIBEZ,rap
Colar da Versace,MC Hariel,Colar da Versace,rap
Talvez Bem Mais,Clara Lima,Selfie,rap
Carburando Ideias,Léo Rocatto,Carburando Ideias,rap
Pistoleiro,UCLÃ,Pistoleiro,rap
MONEY MANIN,FBC,PADRIM,rap
Tudo por Causa de Mim,UCLÃ,Tudo por Causa de Mim,rap
O Chefe,Mc Pedrinho,O Chefe,rap
Timmy Turner,Doc Thor,Timmy Turner,rap
Dubtrap,All Star Brasil,Dubtrap,rap
Ela É Problema,Raufão,Ela É Problema,rap
Trap Girl,NaBrisa,Trap Girl,rap
Legaliza,MISAEL,Legaliza,rap
Bonnie Clyde,Skinny D RDT,Único,rap
Felix Felices,N.A,Pensamentos de uma Mente Pouco Usada,rap
Alone,Marshmello,Alone,rap
The Hills - RL Grime Remix,The Weeknd,The Hills (RL Grime Remix),rap
Light,San Holo,Light,rap
Sing Me to Sleep - Marshmello Remix,Alan Walker,Sing Me to Sleep,rap
Loyal,ODESZA,A Moment Apart (Deluxe Edition),rap
HyperParadise - Flume Remix,Hermitude,Parallel Paradise,rap
Indian Summer,Jai Wolf,Indian Summer,rap
Rollup - Baauer Remix,Flosstradamus,Ultra Trap,rap
Closer,Lemaitre,1749,rap
Take Ü There (feat. Kiesza) - Zeds Dead Remix,Skrillex,Take Ü There (feat. Kiesza) [Remixes],rap
Feel Good (feat. Daya),Gryffin,Feel Good (feat. Daya),rap
Dum Dee Dum - JiKay Remix,Keys N Krates,"All Trap Music, Vol. 4",rap
Forget About Me,Rich Delinquent,Forget About Me,rap
Closer - T-Mass Remix,The Chainsmokers,Closer (Remixes),rap
Mask Off - Marshmello Remix,Future,Mask Off (Marshmello Remix),rap
Mind (feat. Kai),Jack Ü,Skrillex and Diplo present Jack Ü,rap
All Four Walls - Graves Remix,Gorgon City,All Four Walls - EP (Remixes),rap
Magic,Jauz,Magic,rap
New Rules - Alison Wonderland Remix,Dua Lipa,New Rules (Alison Wonderland Remix),rap
Cherry Top,Gabriel Tirado,Cherry Top,rap
Bird Machine,DJ Snake,Jeffree's Vol. 7,rap
Don't Let Me Down - Illenium Remix,The Chainsmokers,Don't Let Me Down (Remixes),rap
GUD VIBRATIONS,NGHTMRE,GUD VIBRATIONS,rap
How Deep Is Your Love - DJ Snake Remix,Calvin Harris,How Deep Is Your Love (DJ Snake Remix),rap
Blame,Ekali,Blame,rap
Runaway (U & I) - Dillon Francis Remix,Galantis,Runaway (U & I) [Dillon Francis Remix],rap
Sinner,24hrs,Sinner,rap
I Wanna Know,RL Grime,NOVA,rap
Cold Water - Boombox Cartel Remix,Major Lazer,Cold Water (Remixes),rap
Purple Lamborghini (with Rick Ross),Skrillex,Purple Lamborghini (with Rick Ross),rap
Lean On (feat. MØ & DJ Snake) - CRNKN Remix,Major Lazer,Lean On (Remixes) [feat. MØ & DJ Snake] - EP,rap
Thief,Ookay,Thief,rap
CoCo - Flosstradamus Remix,O.T. Genasis,CoCo: The Global Remixes,rap
Flatline,Blanke,Flatline,rap
I Want U,Alison Wonderland,Run,rap
Rushing Back - Petit Biscuit Remix,Flume,Rushing Back (Petit Biscuit Remix),rap
DJ Turn It Up,Yellow Claw,Amsterdam Twerk Music,rap
Revolution (Unlike Pluto Remix) [feat. Faustix & Imanos and Kai],Diplo,Revolution (Remixes Part. 2),rap
MyBoi - TroyBoi Remix,Billie Eilish,MyBoi (TroyBoi Remix),rap
Nudies,24hrs,World on Fire,rap
Bap U,Party Favor,Bap U,rap
Ain't My Fault - R3hab Remix,Zara Larsson,Ain't My Fault (R3hab Remix),rap
Easy Go,Grandtheft,Easy Go,rap
Clarity - Brillz Remix,Zedd,Clarity (Remixes),rap
The Drop,Bro Safari,The Drop EP,rap
Secrets - Diplo Remix,Tiësto,Secrets (Diplo Remix),rap
Blac Chyna,Lambo Anlo,Blac Chyna,rap
Propaganda,DJ Snake,Encore,rap
Heroes (we could be) - Branchez Remix,Alesso,Heroes (we could be) [The Remixes],rap
The Buzz (feat. Mataya & Young Tapz),Hermitude,Dark Night Sweet Light,rap
Core,RL Grime,VOID,rap
Wild Thoughts - Medasin Dance Remix,DJ Khaled,Wild Thoughts (Medasin Dance Remix),rap
Sunburn,DROELOE,Sunburn,rap
Evil Twin,THE TRASH MERMAIDS,Evil Twin,rap
Mine - Bazzi vs. Nitti Gritti Remix,Bazzi vs.,Mine (Bazzi vs. Nitti Gritti Remix),rap
Never Be Like You,Flume,Skin,rap
Silence - Slushii Remix,Marshmello,Silence (Slushii Remix),rap
Sleepy Eyes,Elohim,Elohim,rap
Jackie Chan - Lookas Remix,Tiësto,"Jackie Chan (Remixes, Vol. 1)",rap
Better Not (with Wafia),Louis The Child,Kids At Play- EP,rap
Triple Helix,KILLY,Triple Helix,rap
You & Me - Flume Remix,Disclosure,Settle (Special Edition),rap
Can't Hide,Whethan,Can't Hide feat. Ashe,rap
Colors - Audien Remix,Halsey,Complementary Colors,rap
Let Me Love You - Marshmello Remix,DJ Snake,Let Me Love You (Marshmello Remix),rap
Say It,Flume,Skin,rap
Stay High - Habits Remix,Tove Lo,Queen Of The Clouds,rap
Dinner with the Devil,Binoy,Hunger,rap
Sweet Nothing - Diplo + Grandtheft Remix,Calvin Harris,Sweet Nothing (Diplo + Grandtheft Remix),rap
Without Me - ILLENIUM Remix,Halsey,Without Me (ILLENIUM Remix),rap
You - Brillz Remix,Galantis,You (Brillz Remix),rap
Harlem Shake,Baauer,Harlem Shake,rap
Satisfaction - RL Grime Remix,Benny Benassi,Ultra Trap,rap
Soundclash,Flosstradamus,HDYNATION RADIO,rap
Self-love,Binoy,Hunger,rap
It's All on U - T-Mass & LZRD Remix,ILLENIUM,Ashes (Remixes),rap
Spaceman - Carnage Festival Trap Remix,Hardwell,Spaceman (Carnage Festival Trap Remix),rap
Sunset Lover,Petit Biscuit,Presence,rap
Jah No Partial - Yellow Claw & Yung Felix Remix,Major Lazer,All Trap Music 2,rap
I Like Tuh,Carnage,Papi Gordo,rap
I Like It - Dillon Francis Remix,Cardi B,I Like It,rap
MadDog2020,Spade Melo,Aces High,rap
Beautiful Creatures (feat. MAX),ILLENIUM,Awake,rap
Side Effects - Nolan van Lith Remix,The Chainsmokers,Side Effects - Remixes,rap
Afterhours feat. Diplo & Nina Sky,TroyBoi,Afterhours feat. Diplo & Nina Sky,rap
Tell Me,RL Grime,Tell Me,rap
Summer - Diplo & Grandtheft Remix,Calvin Harris,Summer (Remixes),rap
Coming Over,Dillon Francis,This Mixtape is Fire.,rap
It's Mine,Spade Melo,Aces High,rap
UCLA,RL Grime,NOVA,rap
Something About You - ODESZA Remix,Hayden James,Something About You (The Remixes),rap
Like A Bitch - Extended Mix,Zomboy,Neon Grave,rap
Original Don (feat. The Partysquad) [Flosstradamus Remix],Major Lazer,Major Lazer Essentials,rap
Keep It 100,Grandtheft,Keep It 100,rap
Fortress - Just A Gent Remix,ILLENIUM,Ashes (Remixes),rap
Clicced,Spade Melo,Aces High,rap
Apollo,Lookas,Apollo,rap
Limelight (NGHTMRE Remix),Just A Gent,Limelight (NGHTMRE Remix),rap
Higher Ground,TNGHT,TNGHT,rap
Otra Más,SANTI,SANTI,rap
Blood - Remix,Moonkey,Blood (Remix),rap
Estrellas de Rock,BVNDIDOS,Estrellas de Rock,rap
Contáme,Yung Wacho,Contáme,rap
Agradable - Remix,Jeeiph,Agradable (Remix),rap
Dubai,Mesita,Dubai,rap
Playgirl,LODU GOSH,Playgirl,rap
Impala,Santoz,Impala,rap
"DANI: Bzrp Freestyle Sessions, Vol. 7",Bizarrap,"DANI: Bzrp Freestyle Sessions, Vol. 7",rap
OUKE,CA7RIEL,OUKE,rap
24K,Frijo,24K,rap
CANGURO,WOS,CANGURO,rap
"John C: Bzrp Music Sessions, Vol. 18",Bizarrap,"John C: Bzrp Music Sessions, Vol. 18",rap
Solo Contigo,Lodel,Solo Contigo,rap
Todo Arde,Pablo Dueñas,Todo Arde,rap
Vuelta a la Luna - Remix,Ysy A,Vuelta a la Luna (Remix),rap
"Frijo: Bzrp Music Sessions, Vol. 10",Bizarrap,"Frijo: Bzrp Music Sessions, Vol. 10",rap
Paranoia,Frijo,Paranoia,rap
Por Eso Vine,Paulo Londra,Homerun,rap
Draco,Dillom,Draco,rap
Forever Alone,Paulo Londra,Forever Alone,rap
Vapormax,Duki,Vapormax,rap
Ferrari,Duki,Ferrari,rap
No Lo Entiendo,Bhavi,No Lo Entiendo,rap
Pocas Horas,Alejo Park,Pocas Horas,rap
Homerun (Intro),Paulo Londra,Homerun,rap
Sol y Luna,Duki,Sol y Luna,rap
Tal Vez,Paulo Londra,Tal Vez,rap
"BZRP Music Sessions, Vol. 3 (feat. Paco Amoroso)",Bizarrap,"BZRP Music Sessions, Vol. 3 (feat. Paco Amoroso)",rap
Dame Más,Bhavi,Dame Más,rap
Makina de Armado,Duki,Makina de Armado,rap
Pa Mí - Remix,Dalex,Pa Mí (Remix),rap
Pistola II,Pekeño 77,Pistola II,rap
Eclipse,Lit Killah,Eclipse,rap
So Fresh,Paulo Londra,Homerun,rap
Adan y Eva,Paulo Londra,Adan y Eva,rap
Realidad,Khea,Realidad,rap
Tan Bien (feat. Agus Padilla),Lit Killah,Tan Bien (feat. Agus Padilla),rap
No Me Llores,Duki,No Me Llores,rap
Otra Botella,Neo Pistea,Otra Botella,rap
M.I.A,Khea;Omar Varela,M.I.A,rap
Toda - Remix,Alex Rose,Toda (Remix),rap
Besame,Bhavi,Besame,rap
Una vez más,Lit Killah,Una vez más,rap
Como Le Digo,Khea,Como Le Digo,rap
Te Necesito,Bhavi,Te Necesito,rap
Perdóname,FMK,Perdóname,rap
Uno Del Pato,Bimoud,Uno Del Pato,rap
Calentita,Khea,Calentita,rap
Wanda Nara,Duki Y Neo Pistea,Wanda Nara,rap
S.A.D,Khea,S.A.D,rap
Otro Level,Ysy A,Otro Level,rap
Fvck Luv,Duki,Fvck Luv,rap
Hola Bebé,Eladio Carrion,Hola Bebé,rap
Piso,Bhavi,Piso,rap
Rolling Stone,Ecko,Rolling Stone,rap
Pastel Con Nutella,Ysy A,Pastel Con Nutella,rap
Y Si Te Vas,Duki,Mejores Éxitos,rap
Ahora no,FMK,Ahora no,rap
Solo de Mi,Bad Bunny,Solo de Mi,rap
Dime Cuantas Veces,Micro Tdh,Dime Cuantas Veces,rap
Sigues Preguntando - Remix,Alex Rose,Sigues Preguntando (Remix),rap
Cubierto de Ti,Rauw Alejandro,Cubierto de Ti,rap
DESPUES QUE TE PERDI,Jon Z,DESPUES QUE TE PERDI,rap
Culpables,KAROL G,Culpables,rap
Amorfoda,Bad Bunny,Amorfoda,rap
A fuego - Bizarrap Remix,DrefQuila,A fuego (Bizarrap Remix),rap
She Don't Give a FO (feat. Khea),Duki,She Don't Give a FO (feat. Khea),rap
Vete,Khea,Vete,rap
Triste,Bryant Myers,Triste,rap
No Pensarte,Myke Towers,No Pensarte,rap
Vuelve a Mi,Micro Tdh,Vuelve a Mi,rap
Vuelva a Ver,Dalex,La Nueva Ola,rap
Pa Tu Casa,Kevin Roldan,Pa Tu Casa,rap
Dime Si Te Acuerdas,Bad Bunny,Dime Si Te Acuerdas,rap
Aunque Ya No Estés,MC Davo,Aunque Ya No Estés,rap
Good Vibes,Fuego,Good Vibes,rap
Recuerdos,Nicki Nicole,Recuerdos,rap
Soy Peor,Bad Bunny,Soy Peor,rap
Mi Llamada,Rauw Alejandro,Mi Llamada,rap
Si Te Lastime,Seven Kayne,Si Te Lastime,rap
Romeo y Julieta,Paulo Londra,Homerun,rap
Slow,Tobi,Slow,rap
Desperte Sin Ti (Remix),Noriel,Desperte Sin Ti (Remix),rap
El Farsante - Remix,Ozuna,El Farsante (Remix),rap
Ella busca,DrefQuila,Trend,rap
Condiciones,Maikel Delacalle,Condiciones,rap
No Eres Tú,Jesse Baez,Turbo,rap
Tú No Lo Amas,Anuel AA,Real Hasta la Muerte,rap
No Te Hagas,Jory Boy,No Te Hagas,rap
Pa Mi,Lyanno,Pa Mi,rap
Puedo Ser,Cazzu,Puedo Ser,rap
No vuelvas,DrefQuila,AQUA,rap
Prefiero,Jere Profeta,Prefiero,rap
Te Boté - Remix,Nio Garcia,Te Boté (Remix),rap
GPS,Maluma,GPS,rap
Olvidarte,Eladio Carrion,Olvidarte,rap
Hasta Las 6,Kodigo,Hasta Las 6,rap
CHAT,Young Cister,XTACISS,rap
Ya No,Lautaro Lopez,Ya No,rap
Que Bien Te Ves,Rauw Alejandro,Que Bien Te Ves,rap
Klk Cupido,Mickey Then,Klk Cupido,rap
No Te Vas,Rabeat,No Te Vas,rap
Nada más que hablar,Chita,Nada más que hablar,rap
Te Perdí,Lautaro Lopez,Te Perdí,rap
Ojala,Bryant Myers,La Oscuridad,rap
Ya No Estás Aquí,Kid Gallo,Ya No Estás Aquí,rap
Como Nadie,Kodigo,Como Nadie,rap
Quien Eres Tu,Ocxho,Quien Eres Tu,rap
Neón,M4gna,Neón,rap
Memoria Rota,Arcangel,Historias de un Capricornio,rap
Sigues Con El,Dimelo Flow,Historias de un Capricornio,rap
Tusa,KAROL G,Tusa,rap
Infeliz,Arcangel,Historias de un Capricornio,rap
Vete,Bad Bunny,Vete,rap
Intenso,Chriss Oz,Intenso,rap
Imaginate,Rich Music LTD,The Academy,rap
Bellaquita,Dalex,Bellaquita,rap
Fantasias,Rauw Alejandro,Fantasias,rap
Aventura,Lunay,Épico,rap
Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,Carte Blanche,rap
Hace un Mes,Myke Towers,Hace un Mes,rap
Party (feat. A Boogie Wit da Hoodie),Paulo Londra,Party (feat. A Boogie Wit da Hoodie),rap
Te Quemaste,Manuel Turizo,ADN,rap
