song_name,artist,album,genre
Locked Away,R. City,What Dreams Are Made Of,pop
The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,pop
Dynamite,Taio Cruz,The Rokstarr Hits Collection,pop
Blah Blah Blah feat 3OH3,Kesha,Animal (Expanded Edition),pop
Bubbly,Colbie Caillat,Coco,pop
Heart Made Up On You,R5,Sometime Last Night (Special Edition),pop
Smile,R5,Sometime Last Night (Special Edition),pop
Hips Dont Lie feat Wyclef Jean,Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",pop
Somebody To You,The Vamps,Meet The Vamps,pop
Love The Way You Lie Part II Pt 2,Rihanna,Loud,pop
Pianos On The Beach,Jacques Renault,Favicon,pop
The Less I Know The Better,Tame Impala,Currents,pop
White Sky,Vampire Weekend,Contra,pop
Take on Me,a-ha,Hunting High and Low,pop
Funky Town,Lipps Inc.,Paradas Continuas,pop
99 Luftballons,Nena,99 Luftballons,pop
Lovefool Radio Edit,The Cardigans,First Band On The Moon,pop
Blue Da Ba Dee Gabry Ponte Ice Pop Radio,Eiffel 65,Blue (Da Ba Dee),pop
Dragostea Din Tei Romanian Version,O-Zone,Dragostea Din Tei,pop
Sweet Dreams Are Made of This Remastered,Eurythmics,Sweet Dreams (Are Made Of This),pop
Finally,CeCe Peniston,Dance #1's,pop
Virtual Insanity Remastered,Jamiroquai,High Times - The Singles 1992 - 2006,pop
This Is America,Childish Gambino,This Is America,pop
The Bad Touch,Bloodhound Gang,Hooray For Boobies,pop
TiK ToK,Kesha,Animal,pop
Irreplaceable,Beyoncé,B'Day Deluxe Edition,pop
Just Cant Get Enough,The Black Eyed Peas,The Beginning,pop
Bumpy Ride,Mohombi,Bumpy Ride,pop
Cha Cha Slide Hardino Mix,DJ Casper,Cha Cha Slide,pop
AM To PM,Christina Milian,Christina Milian,pop
Pompen,Kraantje Pappie,Crane III,pop
Crazy In Love feat JayZ,Beyoncé,Dangerously In Love,pop
DUELE EL CORAZON,Enrique Iglesias,DUELE EL CORAZON,pop
Just Dance,Lady Gaga,The Fame,pop
Paparazzi,Lady Gaga,The Fame,pop
Bad Romance,Lady Gaga,The Fame Monster,pop
Alejandro,Lady Gaga,The Fame Monster (International Deluxe),pop
Poker Face,Lady Gaga,The Fame Monster (International Deluxe),pop
Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,pop
In My Head,Jason Derulo,Jason Derulo,pop
Problem,Ariana Grande,My Everything (Deluxe),pop
Ai Se Eu Te Pego Ao Vivo,Michel Teló,Na Balada (Ao Vivo),pop
Black Widow,Iggy Azalea,The New Classic,pop
Watskeburt,De Jeugd Van Tegenwoordig,Parels Voor De Zwijnen,pop
Replay,Iyaz,Replay,pop
Habiba,Boef,Slaaptekort,pop
The Way I Are,Timbaland,Summer Party,pop
Jenny from the Block feat Jadakiss Styles P Track Masters Remix,Jennifer Lopez,This Is Me...Then,pop
This Is What You Came For,Calvin Harris,This Is What You Came For,pop
Trap Queen,Fetty Wap,Trap Queen,pop
Hotline Bling,Drake,Views,pop
Havana,Camila Cabello,Havana,pop
La La La,Naughty Boy,Hotel Cabana (Deluxe Version),pop
I Follow Rivers You Deep Sea Baby,Café Amargo,Cafe Americano (The Greatest Top Seller of the World),pop
Nobody To Love Radio Edit,Sigma,De Maxx Long Player 30,pop
There is no other time,Klaxons,Love Frequency,pop
I Loved You feat Melissa Steel,Blonde,I Loved You (feat. Melissa Steel),pop
My head is a Jungle MK Remix Radio Edit,Wankelmut,My Head Is A Jungle (MK Remixes),pop
Every Single Piece Radio Edit,Redondo,Every Single Piece,pop
Freestyler,Bomfunk MC's,De Maxx - Long Player 25,pop
Together Extended Mix,The Magician,Together,pop
Right Here,Jess Glynne,Right Here,pop
My Love,Route 94,My Love,pop
This Girl Kungs Vs Cookin On 3 Burners Kungs Vs Cookin On 3 Burners,Kungs,Layers,pop
I Wanna Feel Radio Edit,Secondcity,I Wanna Feel,pop
We Can Only Live Today Puppy Original,Netsky,De Maxx - Long Player 25,pop
Make Luv,Room 5,Music & You,pop
Intoxicated Original Mix,Martin Solveig,Intoxicated,pop
Say Something Zac Samuel Remix,Karen Harding,Say Something,pop
The Party This Is How We Do It Radio Edit,Joe Stone,The Party (This Is How We Do It),pop
We Are Young feat Janelle Monáe,fun.,Some Nights,pop
Lollipop,MIKA,Life In Cartoon Motion,pop
Grace Kelly,MIKA,Life In Cartoon Motion,pop
You Dont Know Me Radio Edit,Jax Jones,You Don't Know Me,pop
Opposite Of Adults,Chiddy Bang,The Preview,pop
Adventure of a Lifetime,Coldplay,A Head Full of Dreams,pop
Rather Be feat Jess Glynne,Clean Bandit,New Eyes,pop
Blurred Lines,Robin Thicke,Blurred Lines,pop
Hymn for the Weekend,Coldplay,A Head Full of Dreams,pop
I Feel It Coming,The Weeknd,Starboy,pop
Paradise,Coldplay,Mylo Xyloto,pop
How Long,Charlie Puth,How Long,pop
Swimming Pools Drank,Kendrick Lamar,Swimming Pools (Drank),pop
Liquor Locker,Vic Mensa,There's Alot Going On,pop
HUMBLE,Kendrick Lamar,DAMN.,pop
Tiimmy Turner,Desiigner,Tiimmy Turner,pop
Oh My Darling Dont Cry,Run The Jewels,Run the Jewels 2,pop
Probleemkind,Esko,Probleemkind,pop
Krantenwijk,Lil Kleine,Alleen,pop
ELEMENT,Kendrick Lamar,DAMN.,pop
King Kunta,Kendrick Lamar,To Pimp A Butterfly,pop
Boogie Wonderland,Mr. Belt & Wezol,Boogie Wonderland,pop
Make U Love Me,Tujamo,Make U Love Me,pop
Heads Will Roll,Yeah Yeah Yeahs,It's Blitz!,pop
Elastic Heart,Sia,1000 Forms Of Fear,pop
One Day Reckoning Song Wankelmut Remix Radio Edit,Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],pop
Pompeii,Bastille,Bad Blood,pop
Aint Nobody Loves Me Better,Felix Jaehn,Ain't Nobody (Loves Me Better),pop
Get Free feat Amber Coffman,Major Lazer,Free The Universe Deluxe,pop
Feel It Still,Portugal. The Man,Feel It Still,pop
Rhyme Or Reason,Eminem,The Marshall Mathers LP2,pop
Love Game,Eminem,The Marshall Mathers LP2,pop
Stressed Out,Twenty One Pilots,Blurryface,pop
Rain Or Shine,Young Fathers,White Men Are Black Men Too,pop
IDGAF,Dua Lipa,Dua Lipa (Deluxe),pop
Drag Me Down,One Direction,Made In The A.M. (Deluxe Edition),pop
Theres Nothing Holdin Me Back,Shawn Mendes,Illuminate (Deluxe),pop
I Like Me Better,Lauv,I met you when I was 18. (the playlist),pop
Attention,Charlie Puth,Voicenotes,pop
Dancing With A Stranger with Normani,Sam Smith,Dancing With A Stranger (with Normani),pop
Symphony feat Zara Larsson,Clean Bandit,What Is Love? (Deluxe Edition),pop
The Middle,Zedd,The Middle,pop
Look What You Made Me Do,Taylor Swift,reputation (Big Machine Radio Release Special),pop
Lips Are Movin,Meghan Trainor,Title (Deluxe),pop
Cheap Thrills,Sia,This Is Acting,pop
Fancy,Iggy Azalea,The New Classic (Deluxe Version),pop
Big Plans,Why Don't We,Big Plans,pop
Thats What I Like,Bruno Mars,24K Magic,pop
My My My,Troye Sivan,Bloom,pop
PILLOWTALK,ZAYN,Mind Of Mine (Deluxe Edition),pop
High Hopes,Panic! At The Disco,Pray for the Wicked,pop
Back to You feat Bebe Rexha Digital Farm Animals,Louis Tomlinson,Back to You (feat. Bebe Rexha & Digital Farm Animals),pop
Young Dumb Broke,Khalid,American Teen,pop
Green Light,Lorde,Melodrama,pop
Cool Kids,Echosmith,Talking Dreams (Deluxe Version),pop
Mama,Jonas Blue,Blue,pop
ILYSB,LANY,Make Out,pop
I Dont Wanna Love You Anymore,LANY,Thru These Tears / I Don’t Wanna Love You Anymore,pop
She Looks So Perfect,5 Seconds of Summer,5 Seconds Of Summer,pop
Dance To This feat Ariana Grande,Troye Sivan,Bloom,pop
Im a Mess Acoustic,Bebe Rexha,I'm a Mess (Acoustic),pop
Firework,Katy Perry,Teenage Dream,pop
California Gurls,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,pop
Déjà Vu,Katy Perry,Witness (Deluxe),pop
Save As Draft,Katy Perry,Witness (Deluxe),pop
Miami,Nicki Minaj,Queen,pop
Bon appétit,Katy Perry,Witness (Deluxe),pop
Chained To The Rhythm,Katy Perry,Witness (Deluxe),pop
Witness,Katy Perry,Witness (Deluxe),pop
Miss You More,Katy Perry,Witness (Deluxe),pop
Act My Age,Katy Perry,Witness (Deluxe),pop
ChunLi,Nicki Minaj,Queen,pop
Hey Hey Hey,Katy Perry,Witness (Deluxe),pop
Youth feat Khalid,Shawn Mendes,Shawn Mendes,pop
POPSTARS,K/DA,POP/STARS,pop
Poison,Rita Ora,Poison,pop
God is a woman,Ariana Grande,Sweetener,pop
sweetener,Ariana Grande,Sweetener,pop
no tears left to cry,Ariana Grande,Sweetener,pop
goodnight n go,Ariana Grande,Sweetener,pop
successful,Ariana Grande,Sweetener,pop
7 rings,Ariana Grande,7 rings,pop
REM,Ariana Grande,Sweetener,pop
Gorgeous,Taylor Swift,reputation (Big Machine Radio Release Special),pop
REM,Ariana Grande,Sweetener,pop
pete davidson,Ariana Grande,Sweetener,pop
raindrops an angel cried,Ariana Grande,Sweetener,pop
NASA,Ariana Grande,"thank u, next",pop
ghostin,Ariana Grande,"thank u, next",pop
break up with your girlfriend im bored,Ariana Grande,"thank u, next",pop
imagine,Ariana Grande,"thank u, next",pop
Mercy,Shawn Mendes,Illuminate (Deluxe),pop
LLC,Nicki Minaj,Queen,pop
sweetener,Ariana Grande,Sweetener,pop
the light is coming feat Nicki Minaj,Ariana Grande,Sweetener,pop
get well soon,Ariana Grande,Sweetener,pop
Cant Stop Singing,Ross Lynch,Teen Beach Movie,pop
Falling for Ya,Jordan Fisher,Teen Beach 2 (Original TV Movie Soundtrack),pop
Cant Back Down From Camp Rock 2 The Final Jam,Demi Lovato,Camp Rock 2: The Final Jam,pop
Not A Love Song,Austin Moon,Austin & Ally,pop
Me and You,Laura Marano,Austin & Ally: Turn It Up (Soundtrack from the TV Series),pop
Really Dont Care,Demi Lovato,Demi,pop
Steal My Girl,One Direction,FOUR (Deluxe),pop
Come Get It,Selena Gomez,Stars Dance (Bonus Track Version),pop
Eyes Wide Open,Sabrina Carpenter,Eyes Wide Open,pop
Watch Me,Bella Thorne,Watch Me (featuring Bella Thorne and Zendaya),pop
Something Real From How to Build a Better Boy,China Anne McClain,"Something Real (From ""How to Build a Better Boy"")",pop
Breaking Free,Melodyia Music,Now Or Never,pop
Starstruck,Christopher Wilde,StarStruck,pop
7 Things Single Version,Miley Cyrus,Breakout,pop
Did I Mention,Jeff Lewis,Descendants (Original TV Movie Soundtrack),pop
TTYLXOX,Bella Thorne,"TTYLXOX (From ""Shake It Up: Live 2 Dance"")",pop
Nobodys Perfect,Hannah Montana,Hannah Montana 2 / Meet Miley Cyrus,pop
Bet On It From High School Musical 2Soundtrack Version,Troy,High School Musical 2,pop
You Are the Music in Me From High School Musical 2Soundtrack Version,Troy,High School Musical: Be Mine,pop
Surf Crazy,Spencer Lee,Teen Beach Movie,pop
Cruisin for a Bruisin From Teen Beach Movie,Ross Lynch,Teen Beach Movie,pop
Like Me,Maia Mitchell,Teen Beach Movie,pop
Meant to Be,Ross Lynch,Teen Beach Movie,pop
Surf Crazy Finale,Teen Beach Movie Cast,Teen Beach Movie,pop
Its On From Camp Rock 2 The Final Jam,Demi Lovato,Camp Rock 2: The Final Jam,pop
Shake It Up From Shake It Up,Selena Gomez,"Shake It Up (From ""Shake It Up"")",pop
Introducing Me From Camp Rock 2 The Final Jam,Nick Jonas,Camp Rock 2: The Final Jam,pop
A Night to Remember Original Version,High School Musical Cast,High School Musical 3: Senior Year,pop
I Dont Dance From High School Musical 2Soundtrack Version,CHAD,High School Musical 2,pop
What Ive Been Looking For,Ashley Tisdale,High School Musical The Concert,pop
Rock Star,Hannah Montana,Hannah Montana 2 / Meet Miley Cyrus,pop
Fabulous From High School Musical 2Soundtrack Version,Sharpay Evans,High School Musical 2,pop
This is Our Song From Camp Rock 2 The Final Jam,Demi Lovato,Camp Rock 2: The Final Jam,pop
Something About the Sunshine,Anna Margaret,StarStruck,pop
Too Much,Zendaya,Too Much (From “Zapped”),pop
Start of Something New,Melodyia Music,Start of Something New,pop
Dear Future Husband,Meghan Trainor,Title (Deluxe),pop
Worldwide,Big Time Rush,BTR,pop
Breakout,Margaret Durante,Shake It Up: Break It Down,pop
Make Your Mark,Drew Ryan Scott,Shake It Up: Live 2 Dance,pop
BAMM,Milo Manheim,ZOMBIES (Original TV Movie Soundtrack),pop
Shades,Christopher Wilde,StarStruck,pop
New Boyfriend,Anna Margaret,StarStruck,pop
Make a Movie,Jasmine Sagginario,StarStruck,pop
Nothings Gonna Stop Me Now,Olivia Holt,Make Your Mark: Ultimate Playlist,pop
Falling for Ya,Grace Phipps,Teen Beach Movie,pop
Oxygen,Maia Mitchell,Teen Beach Movie,pop
If Only,Dove Cameron,Descendants (Original TV Movie Soundtrack),pop
Big Time Rush,Big Time Rush,BTR,pop
Moves Like Jagger,Maroon 5,Singles,pop
This Love,Maroon 5,Songs About Jane: 10th Anniversary Edition,pop
Little Talks,Of Monsters and Men,My Head Is An Animal,pop
One More Night,Maroon 5,Overexposed Track By Track,pop
Counting Stars,OneRepublic,Native,pop
Shape of You,Ed Sheeran,÷ (Deluxe),pop
I Kissed A Girl,Katy Perry,One Of The Boys,pop
Part Of Me,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,pop
The Heart Wants What It Wants,Selena Gomez,The Heart Wants What It Wants,pop
Turn Me On feat Nicki Minaj,David Guetta,Nothing but the Beat (Ultimate Edition),pop
Price Tag,Jessie J,Who You Are (Platinum Edition),pop
Whos Laughing Now,Jessie J,Who You Are (Platinum Edition),pop
Troublemaker feat Flo Rida,Olly Murs,Right Place Right Time,pop
Rather Be feat Jess Glynne,Clean Bandit,Rather Be (feat. Jess Glynne),pop
Boom Boom Pow,The Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],pop
Trumpets,Jason Derulo,Tattoos,pop
Can You Love Me Again,Shake,Ultimate Collection,pop
Kissing Strangers,DNCE,Kissing Strangers,pop
My Nigga,YG,My Krazy Life (Deluxe),pop
Starboy,The Weeknd,Starboy,pop
We Are Never Ever Getting Back Together,Taylor Swift,Red (Big Machine Radio Release Special),pop
Cant Help Falling in Love,Christian Leave,Hope,pop
I Dont Fuck With You,Big Sean,Dark Sky Paradise,pop
Happy From Despicable Me 2,Pharrell Williams,G I R L,pop
I Feel It Coming,The Weeknd,Starboy,pop
All About Us,He Is We,My Forever,pop
As Long As You Love Me,Justin Bieber,Believe (Deluxe Edition),pop
22,Taylor Swift,Red (Big Machine Radio Release Special),pop
Burn,Ellie Goulding,Halcyon Days,pop
Love Me Like You Do,Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),pop
They Dont Know About Us,One Direction,Take Me Home: Yearbook Edition,pop
Cry Me a River,Justin Timberlake,Justified,pop
What About Love,Austin Mahone,The Secret,pop
Sexy Bitch feat Akon,David Guetta,One More Love,pop
I Know You Want Me Calle Ocho,Pitbull,Pitbull Starring In Rebelution,pop
Danza Kuduro,Don Omar,Meet The Orphans,pop
Day N Nite,Kid Cudi,Day 'n Nite,pop
I Cry,Flo Rida,Wild Ones,pop
Hall of Fame,The Script,#3 Deluxe Version,pop
Cant Hold Us feat Ray Dalton,Macklemore & Ryan Lewis,The Heist,pop
Shots,Lil Jon,Crunk Rock (Deluxe),pop
Thrift Shop feat Wanz,Macklemore & Ryan Lewis,The Heist,pop
Party Rock Anthem,LMFAO,Sorry For Party Rocking,pop
Suave Kiss Me feat Mohombi Pitbull,Nayer,Suave (Kiss Me) (feat. Mohombi & Pitbull) - Single,pop
Scream Shout,will.i.am,#willpower,pop
Bump,Baby Blue,Oyun Oynarken Dinlenecek Müzikler,pop
Black Widow,Iggy Azalea,The New Classic,pop
Bitch Im Madonna,Madonna,Rebel Heart (Deluxe),pop
Hollaback Girl,Gwen Stefani,Love Angel Music Baby,pop
Papi,Jennifer Lopez,Love?,pop
Me Myself I,G-Eazy,When It's Dark Out,pop
Whistle,Flo Rida,Wild Ones,pop
Despacito,Luis Fonsi,VIDA,pop
Firework,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,pop
Your Love Is My Drug,Kesha,Animal (Expanded Edition),pop
Please Dont Stop the Musıc,Dolapdere Big Gang,Art-Ist,pop
Party Rock Anthem,LMFAO,A Decade Of Bops,pop
Rather Be,Clean Bandit,New Eyes,pop
Sugar,Maroon 5,V,pop
The Fox What Does the Fox Say,Ylvis,The Fox (What Does The Fox Say?),pop
Criminal,Britney Spears,Femme Fatale (Deluxe Version),pop
Attention,Charlie Puth,Attention,pop
Mistletoe,Justin Bieber,Under The Mistletoe (Deluxe Edition),pop
Warriors,Imagine Dragons,Smoke + Mirrors (Deluxe),pop
Heart Attack,Demi Lovato,Demi,pop
Hot N Cold,Katy Perry,One Of The Boys,pop
Since U Been Gone,Kelly Clarkson,Breakaway,pop
boyfriend with Social House,Ariana Grande,boyfriend,pop
God is a woman,Ariana Grande,Sweetener,pop
Side To Side,Ariana Grande,Dangerous Woman,pop
Roar,Katy Perry,PRISM (Deluxe),pop
Look What You Made Me Do,Taylor Swift,reputation,pop
Alarm,Anne-Marie,Alarm,pop
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,pop
Rude,MAGIC!,Don't Kill the Magic,pop
Girl On Fire,Alicia Keys,Girl on Fire (Remixes) - EP,pop
Fire Burning,Sean Kingston,Tomorrow,pop
Last Friday Night TGIF,Katy Perry,Teenage Dream,pop
Mirrors,Justin Timberlake,The 20/20 Experience (Deluxe Version),pop
Thinking out Loud,Ed Sheeran,x (Wembley Edition),pop
All About That Bass,Meghan Trainor,Title (Deluxe),pop
Diamonds,Rihanna,Unapologetic (Edited Version),pop
Whatcha Say,Jason Derulo,Jason Derulo,pop
Jealous Remix,Nick Jonas,Nick Jonas X2,pop
She Looks So Perfect,5 Seconds of Summer,5 Seconds Of Summer,pop
Happy From Despicable Me 2,Pharrell Williams,G I R L,pop
Want to Want Me,Jason Derulo,Everything Is 4,pop
Cant Feel My Face,The Weeknd,Beauty Behind The Madness,pop
Miss Independent,Ne-Yo,Year Of The Gentleman (Bonus Track Edition),pop
Raise Your Glass,P!nk,Raise Your Glass,pop
Yeah feat Lil Jon Ludacris,Usher,Confessions (Expanded Edition),pop
Super Bass,Nicki Minaj,Pink Friday (Deluxe),pop
Club Cant Handle Me feat David Guetta,Flo Rida,Only One Flo (Part 1),pop
Down,Jay Sean,All Or Nothing,pop
DONTTRUSTME,3OH!3,WANT,pop
Right Now Na Na Na,Akon,Freedom,pop
The Way,Ariana Grande,Yours Truly,pop
My First Kiss feat Keha,3OH!3,Streets Of Gold,pop
Pass Me By,R5,Louder (Deluxe),pop
Pieces Of Me,Ashlee Simpson,Autobiography,pop
Genie In a Bottle,Christina Aguilera,Christina Aguilera (Expanded Edition),pop
Everywhere,Michelle Branch,The Spirit Room (U.S. Version),pop
Teenage Dream,Katy Perry,Teenage Dream,pop
Dont Cha,The Pussycat Dolls,PCD,pop
Burnin Up,Jonas Brothers,A Little Bit Longer,pop
Get the Party Started,P!nk,M!ssundaztood (Expanded Edition),pop
He Said She Said,Ashley Tisdale,Headstrong,pop
Breathe,Michelle Branch,Hotel Paper (U.S. Version-Enh'd),pop
Why Cant I,Liz Phair,Liz Phair,pop
Drama Queen That Girl Original Version,Lindsay Lohan,Confessions Of A Teenage Drama Queen,pop
We R Who We R,Kesha,Cannibal (Expanded Edition),pop
Who Knew,P!nk,I'm Not Dead,pop
Whenever Wherever,Shakira,Laundry Service,pop
Ironic 2015 Remaster,Alanis Morissette,Jagged Little Pill (Remastered),pop
Year 3000,Jonas Brothers,Music From Chasing Happiness,pop
Midnight City,M83,"Hurry up, We're Dreaming",pop
Hold Tight,Josha Daniel,Hold Tight,pop
Someone New,Quentyn,Someone New,pop
Electric Feel,MGMT,Oracular Spectacular,pop
Dream Of You,Josha Daniel,Dream Of You,pop
Rush,Quentyn,Rush (feat. Pikes),pop
Home,New Spell,Home,pop
Open Up,Josha Daniel,Open Up,pop
Megaton Mile,Local Natives,Violet Street,pop
Moving On,Quentyn,Moving On (feat. Robin Vane),pop
Synchro,The Able Bodies,Synchro,pop
In the End Lost Tapes,Röyksopp,In the End (Lost Tapes),pop
Jerusalem Pt 2,Quentyn,Jerusalem,pop
Long Shot Mount Pleasant Remix,Transviolet,Long Shot (Mount Pleasant Remix),pop
parallel world,teepee,parallel world,pop
On Your Mind,Quentyn,On Your Mind (feat. Josha Daniel),pop
A Part,INTET,A Part,pop
Vermin,dolorifics,Vermin,pop
Mono,Sacred Animals,Mono,pop
Dead of the Night,Strath,Dead of the Night,pop
Hourglass,Imitating Aeroplanes,Hourglass,pop
Innocence,Quentyn,Innocence (feat. Zay),pop
Lone Wolf,Nathaniel Stewart,Lone Wolf,pop
PDR,The Bergamot,Mayflies,pop
Home Tonight,Quentyn,Home Tonight,pop
Breathe,Electric Shore,Breathe,pop
Damage Control,Perttu,Damage Control,pop
Deliverance,CHVRCHES,Love Is Dead,pop
Higher,Quentyn,Higher (feat. Josha Daniel),pop
Free Your Soul,Devin Farney,Stealing Sand from the Sandbox,pop
Make Up Your Mind,KEV,Make Up Your Mind,pop
Arrive,Quentyn,Arrive,pop
Time to Find Someone,Bildjan,Time to Find Someone,pop
Breaking Kind,Steve Angello,Genesis,pop
Monster,Quentyn,Monster (feat. The Crushboys),pop
Crazy Eights,Futurist,Omens,pop
Nightride,Carl Louis,Nightride,pop
City Vocabulary,Hause Plants,City Vocabulary,pop
Moving On,Roosevelt,Roosevelt,pop
On the Weekend Phantoms Remix,Moli,On the Weekend (Phantoms Remix),pop
The Highway,The Restless Age,The Highway,pop
Red Lights,Maximum Love,Under the Shadow,pop
Paradise,So So Sun,Paradise,pop
Sundown,EAUXMAR,Sundown,pop
Body Double,Dance Yourself Clean,Body Double,pop
One Last Time,Kirmont,One Last Time,pop
Painting Pictures,TOFFE,Painting Pictures,pop
Highlight of My Week,East Harbor,Highlight of My Week,pop
She Said,Michael Moawad,She Said,pop
Let It Happen,Tame Impala,Currents,pop
Dont Let Me Down,The Chainsmokers,Don't Let Me Down,pop
Closer feat Halsey,The Chainsmokers,Closer (feat. Halsey),pop
If I Lose Myself Alesso vs OneRepublic,OneRepublic,Native,pop
Faded,Alan Walker,Faded,pop
Light It Up feat Nyla Fuse ODG Remix,Major Lazer,Peace Is The Mission (Extended),pop
Rockabye feat Sean Paul AnneMarie,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),pop
One Dance,Drake,Views,pop
Kill Em With Kindness,Selena Gomez,Revival (Deluxe),pop
Feel Good,Gryffin,Feel Good,pop
Chained To The Rhythm,Katy Perry,Chained To The Rhythm,pop
Side To Side,Ariana Grande,Dangerous Woman,pop
Starving,Hailee Steinfeld,Starving,pop
Work from Home feat Ty Dolla ign,Fifth Harmony,7/27 (Deluxe),pop
Runaway U I,Galantis,Pharmacy,pop
Something Just Like This,The Chainsmokers,Something Just Like This,pop
Rather Be feat Jess Glynne,Clean Bandit,New Eyes,pop
Red Lights,Tiësto,Red Lights,pop
Chained To The Rhythm,Katy Perry,Chained To The Rhythm,pop
I Dont Wanna Live Forever Fifty Shades Darker From Fifty Shades Darker Original Motion Picture Soundtrack,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),pop
The Hills,The Weeknd,The Hills,pop
No Lie,Sean Paul,No Lie,pop
This Girl Kungs Vs Cookin On 3 Burners Kungs Vs Cookin On 3 Burners,Kungs,Layers,pop
Dont Wanna Know,Maroon 5,Don't Wanna Know,pop
Never Give Up,Sia,"Never Give Up (From ""Lion"" Soundtrack)",pop
Love You Like A Love Song,Selena Gomez & The Scene,For You,pop
I Want You To Know,Zedd,True Colors,pop
Price Tag,Jessie J,Who You Are (Platinum Edition),pop
First Time,Kygo,First Time,pop
Policeman Radio Edit,Eva Simons,Policeman,pop
Hey Baby,Dimitri Vegas & Like Mike,Hey Baby,pop
I Got You,Bebe Rexha,I Got You,pop
Despacito Remix,Luis Fonsi,Despacito Feat. Justin Bieber (Remix),pop
Roar,Katy Perry,PRISM (Deluxe),pop
ET,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,pop
No Vacancy,OneRepublic,No Vacancy,pop
Know No Better feat Travis Scott Camila Cabello Quavo,Major Lazer,Know No Better,pop
The Ocean feat Shy Martin,Mike Perry,The Ocean (feat. Shy Martin),pop
All In My Head Flex feat Fetty Wap,Fifth Harmony,7/27 (Deluxe),pop
Sing Me to Sleep,Alan Walker,Sing Me to Sleep,pop
CANT STOP THE FEELING Original Song from DreamWorks Animations TROLLS,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",pop
Alone,Alan Walker,Alone,pop
Starboy,The Weeknd,Starboy,pop
Swalla feat Nicki Minaj Ty Dolla ign,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),pop
Run Up feat PARTYNEXTDOOR Nicki Minaj,Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),pop
2U feat Justin Bieber,David Guetta,2U (feat. Justin Bieber),pop
Good Life with GEazy Kehlani,G-Eazy,Good Life (with G-Eazy & Kehlani),pop
It Aint Me with Selena Gomez,Kygo,It Ain't Me (with Selena Gomez),pop
Theres Nothing Holdin Me Back,Shawn Mendes,Illuminate (Deluxe),pop
Wake Me Up Radio Edit,Avicii,True,pop
Levels Radio Edit,Avicii,Levels,pop
Versace On The Floor Bruno Mars vs David Guetta,Bruno Mars,Versace On The Floor (Bruno Mars vs. David Guetta),pop
Safe And Sound,Capital Cities,Safe And Sound,pop
Middle,DJ Snake,Middle,pop
Too Good,Drake,Views,pop
You Know You Like It,DJ Snake,You Know You Like It,pop
Voodoo Song Radio Edit,Willy William,Voodoo Song (Radio Edit),pop
Whatever It Takes,Imagine Dragons,Evolve,pop
Im In Control,AlunaGeorge,I'm In Control,pop
How Deep Is Your Love,Calvin Harris,How Deep Is Your Love,pop
This Is What You Came For,Calvin Harris,This Is What You Came For,pop
Outside,Calvin Harris,Motion,pop
Feel So Close Radio Edit,Calvin Harris,18 Months,pop
What Lovers Do feat SZA,Maroon 5,What Lovers Do (feat. SZA),pop
Hurtin Me,Stefflon Don,Hurtin' Me,pop
No Lie,Sean Paul,No Lie,pop
Trumpets feat Sean Paul,Sak Noel,Trumpets (feat. Sean Paul),pop
Let Me Love You Sean Paul Remix,DJ Snake,Let Me Love You (Sean Paul Remix),pop
Wild Ones feat Sia,Flo Rida,Wild Ones,pop
Stereo Love Radio Edit,Edward Maya,Stereo Love,pop
Titanium feat Sia,David Guetta,Nothing but the Beat (Ultimate Edition),pop
Shake It Off,Taylor Swift,1989,pop
Poker Face,Lady Gaga,The Fame Monster (International Deluxe),pop
Chandelier,Sia,Chandelier,pop
A Different Way with Lauv,DJ Snake,A Different Way (with Lauv),pop
Locked Out of Heaven,Bruno Mars,Unorthodox Jukebox,pop
Thats What I Like,Bruno Mars,24K Magic,pop
Dark Horse,Katy Perry,PRISM (Deluxe),pop
Panda,Desiigner,New English,pop
Summertime Sadness Lana Del Rey vs Cedric Gervais Cedric Gervais Remix,Lana Del Rey,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),pop
New Rules,Dua Lipa,Dua Lipa (Deluxe),pop
Scared to Be Lonely,Martin Garrix,Scared to Be Lonely,pop
Feels feat Pharrell Williams Katy Perry Big Sean,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",pop
Mama,Jonas Blue,Mama,pop
